100, 18, 38, 83, 58, 38, 17, 78, 38, 9, 63, 33, 20, 28, 73, 80, 71, 8, 31, 66, 62, 15, 99, 16, 84, 39, 34, 48, 70, 74, 19, 4, 44, 10, 39, 2, 0, 56, 80, 38, 17, 95, 23, 89, 76, 49, 21, 47, 9, 4, 65, 72, 19, 64, 40, 4, 55, 75, 4, 77, 49, 24, 81, 45, 86, 72, 48, 86, 28, 80, 76, 97, 76, 52, 86, 52, 1, 7, 51, 10, 12, 16, 34, 31, 80, 27, 87, 36, 2, 92, 13, 3, 68, 47, 48, 54, 19, 96, 92, 0, 77
100, 68, 97, 5, 20, 84, 9, 73, 43, 60, 36, 55, 76, 22, 39, 56, 49, 78, 44, 51, 22, 10, 6, 42, 9, 55, 96, 28, 3, 40, 28, 32, 9, 78, 89, 29, 14, 98, 55, 57, 58, 91, 65, 34, 13, 4, 43, 63, 34, 39, 66, 57, 49, 73, 99, 58, 80, 48, 39, 35, 88, 19, 68, 49, 97, 57, 79, 11, 8, 86, 21, 66, 77, 86, 1, 90, 42, 44, 5, 76, 83, 72, 85, 85, 97, 37, 95, 77, 85, 34, 12, 25, 54, 32, 75, 3, 42, 6, 67, 50, 92
100, 88, 16, 21, 74, 69, 11, 68, 65, 69, 44, 1, 41, 82, 86, 38, 19, 81, 67, 56, 68, 31, 81, 22, 64, 8, 25, 58, 66, 92, 8, 10, 32, 76, 31, 58, 46, 95, 26, 11, 64, 23, 12, 57, 5, 50, 95, 24, 84, 14, 80, 52, 45, 13, 74, 61, 74, 51, 19, 40, 96, 27, 51, 28, 56, 82, 39, 2, 29, 65, 65, 93, 88, 30, 50, 45, 80, 97, 69, 64, 11, 1, 16, 57, 15, 42, 18, 89, 94, 90, 81, 42, 17, 84, 22, 25, 67, 61, 27, 48, 27
100, 45, 42, 67, 75, 92, 65, 7, 42, 34, 24, 53, 88, 40, 62, 55, 35, 33, 96, 81, 23, 77, 23, 92, 62, 45, 70, 81, 7, 97, 29, 86, 94, 71, 5, 69, 16, 70, 29, 10, 57, 53, 63, 45, 45, 78, 0, 80, 63, 96, 13, 38, 25, 88, 82, 87, 34, 52, 20, 93, 2, 50, 31, 48, 73, 88, 18, 41, 59, 99, 51, 16, 52, 67, 13, 97, 97, 65, 30, 60, 61, 43, 50, 86, 32, 84, 26, 18, 37, 46, 63, 91, 48, 46, 39, 22, 34, 9, 15, 93, 8
100, 67, 61, 12, 86, 26, 62, 83, 91, 92, 95, 4, 87, 97, 91, 71, 81, 69, 41, 70, 15, 4, 61, 64, 2, 53, 38, 37, 14, 53, 82, 75, 72, 96, 87, 58, 22, 49, 93, 66, 93, 40, 70, 81, 37, 13, 4, 19, 82, 46, 89, 50, 2, 3, 66, 5, 8, 56, 94, 22, 61, 28, 97, 34, 24, 37, 44, 99, 86, 90, 65, 32, 30, 35, 13, 68, 49, 69, 39, 83, 15, 80, 33, 70, 35, 51, 27, 43, 7, 21, 18, 69, 49, 67, 3, 26, 4, 99, 25, 43, 89
100, 90, 75, 20, 77, 40, 40, 78, 9, 79, 62, 77, 59, 47, 47, 47, 99, 26, 90, 6, 47, 60, 75, 48, 28, 30, 26, 32, 30, 51, 27, 71, 93, 2, 43, 23, 42, 83, 1, 52, 14, 15, 29, 26, 63, 28, 73, 62, 54, 15, 20, 53, 76, 48, 53, 56, 78, 80, 40, 60, 83, 68, 84, 29, 70, 27, 4, 65, 63, 5, 17, 29, 21, 98, 55, 36, 78, 80, 50, 84, 48, 70, 89, 76, 18, 94, 32, 49, 26, 24, 9, 10, 92, 93, 91, 15, 73, 95, 80, 88, 52
100, 49, 17, 25, 99, 25, 61, 77, 5, 63, 13, 5, 34, 2, 81, 4, 96, 13, 53, 75, 38, 15, 37, 82, 60, 28, 97, 85, 75, 29, 73, 27, 78, 91, 5, 77, 16, 18, 6, 73, 82, 71, 79, 68, 25, 60, 24, 22, 26, 78, 49, 16, 45, 86, 98, 57, 14, 48, 43, 41, 77, 16, 20, 8, 59, 25, 37, 75, 44, 96, 1, 78, 67, 80, 98, 93, 40, 22, 67, 18, 52, 16, 34, 97, 2, 85, 55, 68, 85, 50, 9, 14, 66, 29, 22, 26, 7, 12, 53, 3, 8
100, 54, 33, 27, 34, 31, 72, 27, 53, 39, 97, 6, 7, 84, 55, 61, 69, 10, 29, 6, 60, 90, 20, 79, 72, 95, 57, 79, 59, 10, 34, 19, 17, 67, 46, 51, 98, 19, 30, 3, 10, 80, 9, 70, 64, 65, 31, 85, 27, 13, 91, 40, 55, 63, 19, 27, 58, 28, 58, 17, 38, 92, 88, 55, 11, 35, 59, 9, 6, 41, 13, 68, 21, 74, 90, 85, 91, 74, 70, 19, 87, 13, 11, 42, 77, 82, 22, 87, 10, 80, 57, 0, 25, 45, 8, 36, 32, 67, 98, 90, 60
100, 63, 59, 82, 37, 1, 19, 29, 75, 42, 0, 14, 55, 11, 9, 84, 93, 31, 72, 55, 63, 81, 55, 88, 26, 63, 25, 59, 82, 75, 49, 43, 38, 60, 77, 27, 62, 96, 56, 37, 90, 8, 52, 98, 71, 61, 82, 16, 44, 6, 71, 7, 87, 27, 96, 14, 42, 73, 25, 25, 48, 74, 68, 86, 87, 97, 13, 49, 93, 22, 38, 36, 82, 42, 34, 54, 55, 16, 70, 99, 23, 94, 7, 62, 21, 55, 76, 63, 28, 1, 40, 28, 28, 8, 66, 67, 5, 79, 68, 51, 53
100, 6, 39, 88, 1, 73, 42, 56, 41, 64, 56, 16, 58, 15, 79, 31, 70, 55, 47, 50, 9, 87, 78, 89, 48, 44, 8, 5, 75, 76, 56, 81, 82, 95, 69, 35, 20, 63, 92, 62, 27, 0, 78, 38, 15, 9, 21, 37, 65, 68, 39, 26, 8, 17, 67, 56, 13, 75, 61, 88, 3, 70, 21, 37, 17, 90, 73, 90, 53, 65, 52, 33, 65, 82, 71, 32, 92, 44, 21, 9, 13, 60, 87, 73, 29, 6, 81, 42, 81, 42, 82, 36, 64, 4, 73, 34, 46, 46, 24, 0, 11
