100, 75, 69, 70, 54, 83, 64, 41, 75, 59, 47, 58, 56, 26, 59, 57, 66, 48, 75, 64, 33, 57, 53, 34, 59, 49, 9, 50, 40, 45, 38, 61, 45, 25, 59, 55, 38, 59, 52, 9, 50, 34, 26, 40, 29, 19, 43, 35, 19, 39, 25, 3, 62, 60, 72, 43, 49, 43, 42, 65, 65, 46, 74, 63, 35, 82, 65, 49, 58, 55, 42, 74, 65, 53, 69, 61, 17, 65, 59, 74, 54, 66, 58, 36, 54, 50, 36, 55, 52, 33, 91, 80, 68, 89, 75, 52, 93, 78, 61, 75, 64
100, 47, 47, 55, 41, 75, 58, 23, 46, 36, 33, 47, 37, 10, 29, 27, 34, 25, 44, 33, 16, 33, 25, 19, 34, 29, 7, 50, 46, 51, 30, 50, 32, 30, 50, 34, 34, 52, 44, 25, 63, 49, 36, 56, 37, 26, 57, 47, 39, 43, 43, 4, 69, 50, 62, 34, 62, 53, 29, 43, 42, 36, 70, 51, 22, 59, 52, 52, 66, 62, 41, 68, 52, 43, 67, 55, 6, 34, 32, 50, 32, 51, 42, 13, 54, 40, 25, 54, 38, 11, 49, 36, 32, 49, 36, 13, 38, 36, 32, 35, 33
100, 93, 80, 93, 72, 96, 82, 56, 71, 65, 65, 78, 75, 38, 74, 69, 84, 63, 88, 72, 51, 63, 55, 51, 69, 67, 20, 55, 52, 59, 44, 70, 55, 42, 68, 64, 57, 71, 62, 23, 61, 52, 41, 68, 53, 23, 35, 35, 33, 46, 45, 12, 41, 36, 53, 26, 36, 32, 17, 52, 40, 22, 42, 28, 16, 48, 41, 31, 55, 42, 25, 60, 45, 31, 60, 50, 15, 51, 44, 50, 31, 64, 47, 31, 72, 53, 48, 64, 51, 30, 67, 49, 42, 51, 51, 39, 66, 52, 44, 75, 57
100, 67, 60, 62, 47, 75, 58, 33, 65, 58, 47, 64, 64, 31, 69, 53, 72, 37, 55, 55, 36, 69, 50, 38, 58, 42, 28, 86, 79, 79, 68, 80, 71, 49, 89, 74, 63, 84, 71, 45, 76, 66, 49, 68, 62, 47, 93, 74, 61, 88, 69, 19, 98, 85, 93, 74, 102, 84, 57, 100, 82, 72, 86, 73, 42, 72, 62, 57, 78, 63, 46, 62, 59, 53, 58, 58, 36, 95, 79, 89, 67, 88, 74, 65, 96, 93, 83, 110, 96, 54, 87, 75, 60, 84, 78, 58, 65, 62, 60, 76, 64
100, 66, 57, 60, 41, 67, 48, 30, 42, 34, 30, 64, 46, 23, 67, 57, 66, 51, 78, 69, 32, 65, 59, 50, 68, 57, 18, 86, 72, 85, 62, 64, 63, 43, 53, 46, 45, 51, 49, 33, 66, 60, 59, 93, 74, 45, 92, 75, 61, 64, 63, 1, 40, 30, 44, 25, 37, 25, 19, 50, 34, 24, 49, 41, 14, 57, 42, 37, 47, 45, 29, 59, 53, 46, 65, 55, 3, 61, 51, 63, 34, 70, 51, 21, 54, 39, 38, 69, 53, 11, 54, 41, 33, 59, 45, 25, 57, 45, 42, 69, 55
100, 70, 58, 70, 56, 77, 58, 55, 87, 76, 70, 93, 81, 41, 67, 60, 61, 60, 76, 65, 49, 75, 63, 52, 63, 59, 24, 75, 63, 79, 62, 66, 66, 43, 69, 63, 57, 84, 72, 28, 70, 57, 46, 78, 61, 37, 76, 61, 46, 59, 46, 19, 61, 60, 70, 59, 78, 74, 54, 86, 82, 73, 92, 89, 54, 90, 75, 74, 98, 86, 58, 85, 71, 69, 89, 72, 37, 91, 74, 75, 61, 75, 75, 56, 80, 71, 61, 67, 63, 54, 72, 66, 66, 77, 74, 56, 77, 77, 67, 96, 78
100, 61, 57, 63, 38, 57, 47, 23, 52, 33, 26, 56, 37, 20, 65, 50, 61, 41, 50, 48, 26, 61, 47, 45, 67, 64, 20, 70, 51, 66, 38, 60, 51, 34, 62, 53, 51, 66, 55, 29, 60, 58, 57, 66, 58, 45, 59, 52, 50, 69, 56, 9, 71, 67, 67, 50, 67, 64, 38, 78, 67, 55, 79, 71, 31, 68, 59, 44, 67, 56, 33, 65, 56, 45, 67, 57, 25, 87, 73, 74, 63, 83, 80, 44, 70, 59, 46, 63, 57, 38, 66, 54, 53, 74, 58, 53, 89, 78, 59, 66, 64
100, 81, 64, 74, 51, 86, 67, 37, 77, 70, 52, 68, 68, 30, 67, 51, 54, 42, 61, 55, 30, 60, 50, 39, 47, 45, 20, 50, 49, 62, 38, 71, 52, 34, 68, 49, 42, 56, 56, 27, 78, 60, 57, 78, 76, 45, 88, 75, 57, 76, 64, 4, 82, 70, 81, 53, 76, 62, 40, 52, 48, 43, 71, 56, 40, 79, 62, 62, 94, 75, 45, 70, 65, 50, 78, 62, 23, 81, 68, 75, 53, 55, 53, 38, 63, 46, 38, 42, 42, 32, 84, 70, 51, 56, 53, 37, 68, 58, 51, 70, 66
100, 60, 53, 54, 36, 55, 55, 33, 64, 56, 41, 60, 57, 32, 80, 68, 81, 54, 68, 54, 47, 68, 53, 49, 73, 60, 16, 69, 52, 56, 33, 52, 40, 30, 57, 40, 33, 34, 34, 17, 68, 65, 51, 58, 51, 35, 74, 62, 45, 67, 55, 5, 48, 33, 38, 30, 42, 30, 22, 32, 32, 29, 41, 34, 22, 57, 57, 39, 58, 42, 32, 70, 55, 44, 54, 46, 20, 69, 66, 79, 53, 65, 56, 44, 65, 56, 44, 64, 50, 28, 71, 60, 42, 48, 44, 41, 55, 52, 41, 43, 41
100, 98, 80, 80, 63, 93, 76, 49, 61, 58, 49, 66, 53, 44, 82, 73, 79, 62, 77, 67, 54, 77, 71, 61, 66, 66, 26, 68, 59, 77, 52, 80, 70, 35, 64, 51, 37, 48, 47, 34, 65, 58, 44, 60, 58, 44, 58, 44, 44, 56, 54, 7, 40, 35, 42, 33, 50, 48, 29, 45, 45, 35, 60, 51, 21, 56, 48, 31, 50, 31, 29, 36, 33, 31, 52, 48, 21, 83, 71, 75, 61, 73, 62, 45, 72, 57, 55, 75, 56, 35, 76, 62, 51, 73, 57, 50, 86, 79, 63, 79, 79
